postalcode,street,lat,lng,price,area,volume,floors,year_build,has_garden,type,photos,rooms
1026 CG Amsterdam,Durgerdammerdijk 125,52.37851,4.992704,750000,123,390,3,1906,1,woonhuis,28,4
1035 VX Amsterdam,Halteriastraat 3,52.41982,4.89952,250000,83,288,2,1956,1,woonhuis,22,3
1072 MN Amsterdam,Marie Heinekenplein 702,52.3572,4.8917980000000005,500000,102,296,1,1995,0,appartement,20,3
1068 CP Amsterdam,Ruimzicht 99,52.36152,4.807449,250000,98,290,1,1963,0,appartement,24,3
1055 AA Amsterdam,Bos en Lommerplantsoen 107 K,52.37669,4.844519999999999,151000,28,80,1,2015,0,appartement,1,1
1012 RN Amsterdam,Wijdesteeg 3 E,52.37154,4.889798000000001,450840,54,235,3,1906,0,appartement,21,2
1057 AM Amsterdam,Orteliuskade 66 3,52.36908,4.84891,295000,61,184,4,1906,0,appartement,30,3
1056 LC Amsterdam,Joos Banckersplantsoen 46,52.37534,4.855771,500000,109,341,1,2003,0,appartement,1,4
1054 BT Amsterdam,Eerste Constantijn Huygensstraat 65 I,52.3632,4.87528,475000,79,259,1,1904,0,appartement,25,3
1015 BS Amsterdam,Herengracht 102 L,52.37634,4.888958000000001,989000,141,446,1,1620,0,appartement,27,4
1053 TN Amsterdam,Tolbrugstraat 9 II,52.36937,4.865319,349000,56,146,1,1912,0,appartement,22,3
1055 LX Amsterdam,Admiraal De Ruijterweg 307 II,52.38,4.855428,299000,70,221,1,1922,0,appartement,19,3
1016 JC Amsterdam,Prinsengracht 418 D,52.3664,4.88213,880000,104,301,1,2000,0,appartement,33,2
1098 NG Amsterdam,Radioweg 49 I,52.352470000000004,4.941505,575000,112,293,3,1930,0,appartement,29,6
1108 CA Amsterdam,Leerdamhof 294,52.3064,4.97644,155000,78,206,1,1980,0,appartement,1,2
1094 KS Amsterdam,Eerste Atjehstraat 112 1,52.36253,4.936706,230000,61,210,5,1906,0,appartement,26,2
1054 TM Amsterdam,J.J. Cremerplein 52 hs,52.35958,4.8573900000000005,350000,65,190,1,1914,1,appartement,21,3
1083 HM Amsterdam,Tommaso Albinonistraat 142,52.33528,4.887638,500000,123,350,1,2006,0,appartement,23,3
1094 KS Amsterdam,Eerste Atjehstraat 120 B,52.36254,4.937014,275000,56,162,1,1905,0,appartement,25,3
1064 Amsterdam,Confuciusplein,52.37417,4.834152,21500,0,0,1,0,0,parkeergelegenheid,1,1
1095 MS Amsterdam,Zeeburger Zilt 2 (Bouwnr. 180),52.37195,4.965528,745635,164,410,1,2011,0,appartement,4,4
1012 VK Amsterdam,Singel 155 Bel,52.37471,4.89003,500000,66,185,2,1634,0,appartement,22,2
1086 ZJ Amsterdam,IJburglaan 225,52.36288,4.981744,315000,92,292,1,2007,0,appartement,36,3
1012 JS Amsterdam,Dam 5 /U,52.373090000000005,4.89409,4200000,183,595,1,2017,1,appartement,20,4
1016 HC Amsterdam,"Prinsengracht 188 1,2&3",52.373670000000004,4.88267,850000,136,400,4,1906,0,appartement,33,6
1057 SB Amsterdam,Hudsonstraat 97 I,52.36723,4.853279,225000,53,153,1,1906,0,appartement,22,4
1066 WX Amsterdam,Watermaalpad 22,52.34256,4.8051900000000005,335000,109,268,2,1995,1,woonhuis,22,5
1012 JS Amsterdam,Dam 5 /S,52.373090000000005,4.89409,1850000,119,340,1,2017,0,appartement,20,3
1065 SH Amsterdam,Anthony Spatzierhof 8,52.35317,4.827831,275000,77,224,2,1959,1,woonhuis,24,3
1077 NL Amsterdam,Minervalaan 35 II,52.348490000000005,4.872747,475000,80,282,1,1928,0,appartement,19,3
1019 DS Amsterdam,Rietlandpark 75,52.37344,4.935824,395000,110,280,8,2000,0,appartement,23,3
1018 TB Amsterdam,Plantage Kerklaan 14 I,52.36575,4.911408,365000,58,171,1,1900,0,appartement,16,1
1034 MZ Amsterdam,Fokkezeil 135,52.41085,4.923443,199000,76,213,1,1976,1,appartement,17,3
1106 ZJ Amsterdam,Willem Gerresepad 68,52.29952,4.994123,265000,115,387,3,1988,1,woonhuis,35,5
1017 XA Amsterdam,Lijnbaansgracht 343 I,52.360079999999996,4.8933089999999995,265000,45,124,1,1960,0,appartement,13,2
1102 WX Amsterdam,Dalsteindreef 230,52.32573,4.945531,149900,73,187,1,1985,0,appartement,16,4
1031 KC Amsterdam,Overhoeksparklaan 30,52.385740000000006,4.900898000000001,1195000,184,487,1,2001,0,appartement,31,4
1056 RZ Amsterdam,James Cookstraat 14 1,52.37162,4.852489,250000,50,169,1,1926,0,appartement,23,3
1093 XR Amsterdam,Pieter Nieuwlandstraat 28 A,52.36155,4.927673,299000,65,231,1,1985,1,appartement,22,2
1095 TP Amsterdam,Gorontalostraat 8 A,52.36572,4.9419319999999995,275000,52,175,1,1926,1,appartement,18,3
1055 KE Amsterdam,Wiltzanghlaan 29 3-hg,52.38173,4.84868,185000,43,146,4,1942,0,appartement,17,2
1066 CE Amsterdam,Sloterweg 1135,52.34118,4.801983,639000,191,705,3,1990,1,woonhuis,33,5
1078 BR Amsterdam,Waalstraat 35 -II,52.34612,4.900125,539000,108,363,2,1931,0,appartement,25,4
1081 GC Amsterdam,Assumburg 118,52.32861,4.868016000000001,0,85,225,1,1964,0,appartement,1,3
1019 TR Amsterdam,D.L. Hudigstraat 1,52.3729,4.94108,495000,104,374,3,1999,0,woonhuis,34,4
1094 XP Amsterdam,Riouwstraat 12,52.3616,4.93445,229000,56,175,1,1981,0,appartement,16,2
1017 GV Amsterdam,Kerkstraat 200 202,52.36306,4.89056,1740000,243,698,3,1686,1,woonhuis,55,10
1095 EX Amsterdam,Bataviastraat 70,52.36153,4.945204,250000,62,200,1,1982,1,appartement,24,3
1087 Amsterdam,Peter Wotkehof,52.35863,4.992625,32500,0,0,1,0,0,parkeergelegenheid,1,1
1072 PD Amsterdam,Tweede Van der Helststraat 32 -I,52.35202,4.894735,349000,57,148,1,1906,0,appartement,21,4
1013 EC Amsterdam,Herenmarkt 11,52.3798,4.89215,1450000,255,805,5,1906,1,woonhuis,41,9
1069 LK Amsterdam,Baden Powellweg 40 A,52.35385,4.792947,265000,97,320,1,2010,0,appartement,17,3
1025 SW Amsterdam,Loenermark 220,52.398270000000004,4.930216000000001,215000,79,267,1,1975,0,appartement,30,3
1087 AZ Amsterdam,Joris Ivensplein 7,52.35915,4.9914190000000005,425000,120,348,3,2005,1,woonhuis,32,5
1060 RN Amsterdam,Ecuplein 65,52.34918,4.785202,299000,93,282,1,1999,0,appartement,25,3
1012 VR Amsterdam,Spuistraat 253 Hs,52.37056,4.889316,435000,75,229,1,1602,0,appartement,17,1
1087 Amsterdam,Bert Haanstrahof,52.35863,4.992625,17500,0,0,1,0,0,parkeergelegenheid,1,1
1076 AN Amsterdam,Parnassusweg 14 III,52.3457,4.86714,1100000,207,655,3,1931,0,appartement,40,8
1054 VV Amsterdam,Wilhelminastraat 43 III IV,52.36207,4.86567,649000,114,349,2,1899,0,appartement,30,4
1035 JP Amsterdam,Bombraak 31,52.42331,4.891165,400000,147,475,2,1993,1,woonhuis,31,4
1056 NX Amsterdam,Orteliusstraat 297 II,52.37288,4.847554,459500,98,344,2,1931,0,appartement,32,4
1076 DZ Amsterdam,Afroditekade 134,52.3452,4.85208,649000,108,340,1,2001,0,appartement,27,4
1066 WK Amsterdam,Knokkestraat 5,52.34474,4.804355,325000,87,231,3,1995,1,woonhuis,37,4
1072 BN Amsterdam,Frans Halsstraat 77 A4,52.35538,4.888679,290000,45,120,1,1878,0,appartement,24,2
1102 ST Amsterdam,Anna Blamansingel 71,52.31625,4.946517,239500,99,289,8,2006,0,appartement,13,3
1102 AC Amsterdam,Bijlmerdreef 502,52.31733,4.956825,239000,97,270,7,2008,0,appartement,14,3
1058 HM Amsterdam,Sloterkade 128 -IV,52.35229,4.852355,215000,36,105,1,1900,0,appartement,14,2
1067 RK Amsterdam,Van Karnebeekstraat 14 .,52.37474,4.7979389999999995,530000,0,0,1,0,0,,1,1
1060 RZ Amsterdam,Eurokade 25,52.34822,4.786697,375000,141,450,4,1999,1,woonhuis,27,6
1068 DA Amsterdam,Ruimzicht 318,52.361709999999995,4.809933,197500,0,0,1,0,0,,1,1
1018 AK Amsterdam,Funenpark 195,52.3684,4.932168,450000,82,277,1,2003,0,appartement,31,2
1067 JG Amsterdam,Sam van Houtenstraat 199 B,52.3791,4.8,275000,105,285,7,2005,0,appartement,25,5
1077 VK Amsterdam,Stadionkade 19 bv,52.34486,4.8720669999999995,1475000,237,628,3,1931,0,appartement,30,8
1055 TM Amsterdam,Bestevâerstraat 219 III,52.3796,4.857268,190000,34,106,1,1933,0,appartement,19,2
1034 MX Amsterdam,Fokkezeil 107,52.41072,4.923694,200000,92,240,1,1976,0,appartement,19,4
1073 CH Amsterdam,Govert Flinckstraat 296 II,52.356190000000005,4.898267,425000,76,198,1,1898,0,appartement,13,3
1103 MN Amsterdam,Emmeline Pankhurststraat 21,52.32245,4.965024,189500,85,220,1,1999,0,appartement,10,3
1013 AK Amsterdam,Bouwnummer 95 (Bouwnr. 095),52.39695,4.881737,570250,140,575,5,2019,1,woonhuis,1,5
1034 MT Amsterdam,Fokkezeil 9,52.41029,4.9246419999999995,185000,75,195,1,1976,0,appartement,15,3
1013 GK Amsterdam,Buiten Brouwersstraat 6 II,52.3811,4.8914,285000,37,105,1,1700,0,appartement,20,2
1055 MX Amsterdam,Admiraal De Ruijterweg 318 HS,52.38049,4.855275,449000,115,260,2,1926,1,appartement,18,3
1015 KD Amsterdam,Lindengracht 85 B,52.38008,4.884988,1950000,209,570,2,2017,0,appartement,8,4
1055 RZ Amsterdam,Nieuwpoortstraat 86 A16,52.38425,4.857735,260000,49,173,1,2017,1,appartement,20,2
1016 NT Amsterdam,Rozenstraat 213 H-RA,52.37182,4.877596,269000,43,164,1,1906,1,appartement,16,2
1012 VG Amsterdam,Singel 95 A,52.37597,4.891441,750000,117,350,3,1906,1,appartement,40,4
1035 NE Amsterdam,Kadoelenweg 187,52.41328,4.908205000000001,850000,193,675,3,1981,1,woonhuis,43,6
1094 AT Amsterdam,Lampongstraat 2 huis,52.36488,4.936875,200000,40,104,1,1914,1,appartement,15,2
1069 AL Amsterdam,Reimerswaalstraat 46,52.36225,4.7941199999999995,360000,131,445,3,2014,1,woonhuis,20,5
1108 ER Amsterdam,Leksmondhof 87,52.3103,4.9823699999999995,199000,80,220,9,1978,0,appartement,19,4
1052 EZ Amsterdam,Fagelstraat 67 -3,52.380109999999995,4.875929,500000,88,254,2,1898,0,appartement,28,3
1055 AA Amsterdam,Bos en Lommerplantsoen 89 N,52.37576,4.844229,150000,29,83,11,2015,0,appartement,21,1
1053 BX Amsterdam,Ten Katestraat 39 -2,52.36703,4.866962,235000,43,150,1,1895,0,appartement,21,2
1075 EZ Amsterdam,Valeriusstraat 219 bv,52.35151,4.859116,985000,193,720,3,1906,0,appartement,40,7
1096 GJ Amsterdam,Welnastraat 141,52.33892,4.920502,159000,28,95,1,2014,0,appartement,30,1
1012 VG Amsterdam,Singel 89,52.376129999999996,4.891573999999999,750000,91,290,5,1906,0,woonhuis,12,6
1022 KD Amsterdam,Noorderkwartier (Bouwnr. 33),52.406040000000004,4.931375,472396,161,402,2,2016,1,woonhuis,3,6
1055 EP Amsterdam,Baetostraat 2 1,52.37872,4.848584,289000,55,165,1,1940,0,appartement,29,4
1034 VW Amsterdam,Frans de Vrengpad 4,52.403259999999996,4.916903,249000,90,300,2,1995,1,woonhuis,19,3
1025 BK Amsterdam,Spelderholt 99,52.4001,4.94546,219000,74,200,1,1967,0,appartement,28,4
1083 XT Amsterdam,Drakenstein 89,52.3299,4.887645,45000,0,0,1,0,0,parkeergelegenheid,3,1
1011 ET Amsterdam,Koningsstraat 23 B,52.37252,4.901803,369000,78,246,5,1985,0,appartement,17,3
1082 JK Amsterdam,Van Nijenrodeweg 806,52.32747,4.8697870000000005,299000,86,275,1,1966,0,appartement,28,3
1015 DV Amsterdam,Prinsengracht 16,52.37883,4.886489,800000,76,253,4,1906,0,woonhuis,16,5
1024 BJ Amsterdam,Beemsterstraat 210,52.392990000000005,4.949736,195000,63,273,1,1960,1,appartement,37,3
1017 CG Amsterdam,Herengracht 534,52.36459,4.896178,1425000,193,580,5,1906,0,woonhuis,59,8
1078 KR Amsterdam,Grevelingenstraat 28 HS,52.34604,4.888195,499000,88,324,1,1906,1,appartement,49,3
1053 ZS Amsterdam,Da Costastraat 96 HV,52.36728,4.8751169999999995,245000,42,150,1,1882,1,appartement,23,2
1017 BR Amsterdam,Herengracht 449,52.3666,4.88908,1995000,198,512,4,1775,0,appartement,23,8
1013 LM Amsterdam,Prinseneiland 57 PP,52.38642,4.886829,65000,0,0,1,0,0,parkeergelegenheid,2,1
1055 EL Amsterdam,Gulden Winckelplantsoen 6 III,52.37857,4.847649,235000,59,150,1,1940,0,appartement,21,3
1059 XB Amsterdam,Rietwijkerstraat 46 hs,52.34964,4.848013,325000,55,160,1,1934,1,appartement,20,2
1018 WA Amsterdam,Jacob Burggraafstraat 142,52.3712,4.92281,400000,100,351,1,2004,0,appartement,37,2
1107 PX Amsterdam,Toutenburgstraat 98,52.29234,4.968796,130000,72,200,1,1983,0,appartement,17,3
1072 SG Amsterdam,Karel du Jardinstraat 33 IV,52.351290000000006,4.893815,1295000,193,1000,4,1906,0,appartement,12,4
1016 AA Amsterdam,Singel 200 E,52.37399,4.8885559999999995,630000,86,273,1,1930,1,appartement,58,3
1073 CZ Amsterdam,Sarphatipark 46 1,52.35318,4.8950569999999995,699000,107,370,2,1889,0,appartement,39,4
1065 AA Amsterdam,Cornelis van Alkemadestraat 25,52.3611,4.826278,395000,153,520,3,1956,1,woonhuis,37,5
1018 XD Amsterdam,Valckenierstraat 35 huis,52.36218,4.909993,899000,155,450,1,1906,0,appartement,28,5
1017 RM Amsterdam,Lijnbaansgracht 289 H,52.36149,4.887639,525000,74,235,1,1906,0,appartement,12,3
1061 BV Amsterdam,Blauwvoetstraat 10 II,52.3765,4.839421,195000,51,140,1,1952,0,appartement,17,3
1098 XB Amsterdam,Carolina MacGillavrylaan 628 *,52.3567,4.945235,580000,131,347,2,2009,0,appartement,38,4
1071 CN Amsterdam,Jan Luijkenstraat 22 hs,52.36036,4.883013,1350000,277,920,3,1896,1,appartement,40,8
1082 KA Amsterdam,Kiefskamp 46,52.3303,4.872343,410000,78,230,3,1968,0,appartement,17,3
1072 CS Amsterdam,Albert Cuypstraat 139 I,52.35553,4.892572,289000,48,154,1,1890,0,appartement,14,3
1053 VN Amsterdam,Bilderdijkkade 70 -III-A,52.36688,4.870272,189000,32,80,1,1895,0,appartement,21,2
1077 KZ Amsterdam,Prinses Margrietstraat 21,52.342659999999995,4.874426000000001,1495000,164,652,3,1954,1,woonhuis,26,7
1087 EM Amsterdam,IJburglaan 742,52.356159999999996,4.992932,749000,225,787,4,2003,0,woonhuis,38,7
1017 NE Amsterdam,Lange Leidsedwarsstraat 25 III,52.36432,4.884201,215000,42,140,1,1934,0,appartement,21,2
1033 HH Amsterdam,Meteorenweg 158,52.41237,4.886948,625000,224,826,3,1926,1,woonhuis,31,5
1063 ZK Amsterdam,Lex Althoffstraat 1 II,52.37957,4.83012,170000,43,138,4,1953,0,appartement,14,2
1067 EM Amsterdam,Pieter van der Werfstraat 117,52.38218,4.802937,195000,86,270,7,2007,0,appartement,18,3
1015 KJ Amsterdam,Lindengracht 76,52.38063,4.886340000000001,2300000,261,955,5,1900,0,woonhuis,49,6
1019 HG Amsterdam,Zeeburgerkade 72,52.3692,4.94042,415000,87,240,1,1900,0,appartement,24,3
1082 GM Amsterdam,Van Leijenberghlaan,52.33233,4.879023999999999,28500,0,0,1,0,0,parkeergelegenheid,1,1
1016 HX Amsterdam,Prinsengracht 320 I,52.369279999999996,4.882265,700000,94,267,2,1906,1,appartement,30,3
1094 HN Amsterdam,Javastraat 106 l,52.363620000000004,4.936756,216000,0,0,1,0,0,,1,1
1051 KB Amsterdam,Van Bossestraat 78 IV,52.37997,4.868983999999999,189000,38,113,1,1924,0,appartement,19,2
1018 AV Amsterdam,Sarphatistraat 514 -II&III,52.364020000000004,4.919986,900000,150,472,2,1906,0,appartement,37,4
1034 ZA Amsterdam,Buiksloterdijk 411,52.40215,4.901424,378000,0,0,1,0,0,,1,1
1075 GC Amsterdam,Valeriusstraat 92 III,52.354240000000004,4.868716,500000,73,271,2,1909,1,appartement,21,4
1095 MS Amsterdam,Zeeburger Zilt 2 (Bouwnr. 128),52.37195,4.965528,278718,81,202,1,2011,0,appartement,8,3
1091 BX Amsterdam,Ruyschstraat 77 II,52.35799,4.911637000000001,280000,53,196,1,1904,0,appartement,1,3
1019 HE Amsterdam,Veemkade 404,52.37631,4.92539,70000,0,0,1,0,0,parkeergelegenheid,7,1
1081 AZ Amsterdam,Goudestein 89,52.32586,4.863149,580000,128,430,2,1960,1,woonhuis,26,6
1072 HT Amsterdam,Dusartstraat 36 HS,52.351690000000005,4.889234,310000,54,168,1,1930,0,appartement,1,2
1087 Amsterdam,Kiekstraat,52.35863,4.992625,17500,0,0,1,0,0,parkeergelegenheid,1,1
1060 SW Amsterdam,Lesbosstraat 36,52.345909999999996,4.792088,390000,139,449,3,2003,1,woonhuis,27,6
1033 PE Amsterdam,Nageljongenstraat 44,52.4067,4.89844,175000,73,232,4,1984,0,appartement,25,3
1058 HL Amsterdam,Sloterkade 123,52.35241,4.852334,485000,98,252,2,1967,0,appartement,37,4
1022 KB Amsterdam,N. Lansdorpstraat 23,52.40504,4.930883000000001,420000,82,245,1,2010,0,appartement,18,3
1072 CX Amsterdam,Albert Cuypstraat 100 -2 A,52.355090000000004,4.89163,189000,25,66,1,1906,0,appartement,16,1
1053 NP Amsterdam,Jacob van Lennepkade 606,52.3619,4.85873,0,57,150,1,1957,0,woonhuis,5,3
1060 RL Amsterdam,H. Diesveldsingel 41,52.35134,4.788742,385000,134,447,3,1998,1,woonhuis,27,4
1069 EC Amsterdam,Langswater 314,52.35545,4.789902,160000,60,180,1,1965,0,appartement,18,3
1066 DH Amsterdam,Henegouwenstraat 112,52.34326,4.810804,249000,99,326,2,1993,0,appartement,28,3
1072 PC Amsterdam,Tweede Van der Helststraat 12 III IV,52.35269,4.8946510000000005,549000,106,357,2,1930,0,appartement,25,4
1091 BR Amsterdam,Ruyschstraat 15 I,52.35717,4.908256,500000,97,261,2,1887,0,appartement,20,4
1012 HL Amsterdam,Pieter Jacobszstraat 44,52.3716,4.894769999999999,475000,84,281,1,2007,0,appartement,15,3
1069 RD Amsterdam,Rosa Manusstraat 18,52.35342,4.796344,225000,74,225,1,1983,0,appartement,20,3
1086 Amsterdam,IJburglaan,52.36354,4.982362999999999,45000,0,0,1,0,0,parkeergelegenheid,8,1
1019 LL Amsterdam,KNSM-laan 16,52.3767,4.938092,500000,124,378,1,2001,0,appartement,31,4
1096 HR Amsterdam,Omval 317,52.345,4.915030000000001,0,91,234,1,1997,0,appartement,9,3
1075 BL Amsterdam,Sophialaan 1,52.353590000000004,4.8598419999999996,1590000,197,831,1,1919,1,appartement,37,7
1069 EG Amsterdam,Langswater 761,52.358259999999994,4.788423000000001,175000,74,241,1,1965,0,appartement,21,4
1106 DM Amsterdam,Wamelstraat 90,52.301,4.98765,172500,0,0,1,0,0,,1,1
1054 ES Amsterdam,Stadhouderskade 18 A,52.36205,4.880691000000001,1300000,156,467,2,1991,0,appartement,31,5
1055 PH Amsterdam,Van Gentstraat 48 I,52.384370000000004,4.851762,235000,49,125,1,1936,0,appartement,18,3
1069 RS Amsterdam,Jan van Zutphenstraat 553,52.3499,4.799244,375000,0,0,1,0,0,,1,1
1017 BA Amsterdam,Beulingstraat 4 - T,52.368109999999994,4.887508,325000,49,154,1,1906,0,appartement,14,2
1060 RC Amsterdam,Pracanalaan 49,52.34776,4.779571,325000,109,360,3,1998,1,woonhuis,19,4
1068 CN Amsterdam,Ruimzicht 65,52.36228,4.807105,160000,70,182,11,1967,0,appartement,24,2
1013 KS Amsterdam,Grote Bickersstraat 46,52.38597,4.889485,60000,0,0,1,0,0,parkeergelegenheid,5,1
1017 GC Amsterdam,Kerkstraat 65,52.36497,4.886334,675000,115,375,4,1882,0,woonhuis,11,4
1013 ZM Amsterdam,The Future  (Bouwnr. 9),52.3918,4.877665,357200,67,201,5,2017,0,appartement,2,1
1018 TP Amsterdam,Plantage Muidergracht 101 -B,52.36418,4.915151,369000,57,190,2,1906,0,appartement,14,3
1075 RR Amsterdam,Vaartstraat 42 huis,52.35048,4.8550059999999995,349000,61,165,1,1913,1,appartement,21,3
1078 HS Amsterdam,Deurloostraat 39 -I,52.3462,4.8917470000000005,425000,82,274,1,1906,0,appartement,20,3
1054 GB Amsterdam,Vondelstraat 7 B-II,52.36264,4.8792279999999995,1080000,167,680,1,1932,0,appartement,45,5
1015 SK Amsterdam,Nieuwe Leliestraat 71,52.37534,4.8813,895000,147,492,4,1730,1,woonhuis,35,7
1079 JV Amsterdam,Vechtstraat 168 Huis,52.34169,4.9078040000000005,775000,125,404,2,1930,1,appartement,26,4
1053 DC Amsterdam,Kinkerstraat 19 III A,52.36799,4.875393,185000,29,84,1,1906,0,appartement,16,1
1095 DS Amsterdam,Javastraat 753,52.3632,4.944445,379000,87,260,1,1995,0,appartement,18,4
1016 KT Amsterdam,Lijnbaansgracht 100 H,52.37359,4.877035,849000,133,449,1,1906,1,appartement,28,5
1066 JZ Amsterdam,Vilvoordestraat 8,52.34407,4.810308999999999,340000,110,330,3,1993,1,woonhuis,23,4
1063 MH Amsterdam,Jan de Jonghkade 31,52.379259999999995,4.825186,289000,96,288,6,1999,0,appartement,22,4
1055 TK Amsterdam,Bestevâerstraat 143 2,52.37748,4.858618,229000,49,125,1,1930,0,appartement,9,3
1017 NL Amsterdam,Lange Leidsedwarsstraat 24,52.3654,4.8823099999999995,95000,0,0,1,0,0,parkeergelegenheid,1,1
1079 EX Amsterdam,Lekstraat 146 -III-IV,52.34449,4.902743,549000,126,339,2,1932,0,appartement,26,4
1052 TR Amsterdam,Van Houweningenstraat 68 I,52.3731,4.870621,245000,44,120,1,1898,0,appartement,22,2
1011 PT Amsterdam,Amstel 7,52.36694,4.900444,495000,0,0,1,0,0,,1,1
1054 HE Amsterdam,Overtoom 115 -117,52.36213,4.873635,1200000,130,375,3,1906,0,woonhuis,12,9
1016 AE Amsterdam,Singel 316 III,52.37107,4.887836,795000,100,360,2,1906,0,appartement,32,4
1055 MK Amsterdam,Admiraal De Ruijterweg 527 hs,52.384209999999996,4.8471660000000005,575000,118,423,2,1925,1,appartement,26,4
1013 BX Amsterdam,Westerdoksdijk 445,52.38568,4.892786,595000,106,275,7,2007,0,appartement,19,2
1068 MK Amsterdam,Osdorper Ban 90 A20,52.36204,4.798927,155000,45,125,5,2003,0,appartement,10,1
1072 SM Amsterdam,Van Ostadestraat 29 bv,52.3518,4.888262,400000,83,263,2,1906,0,appartement,22,3
1096 DS Amsterdam,STATE Amsterdam (Bouwnr. 303),52.33965,4.9245220000000005,1620949,238,595,1,2016,0,appartement,3,5
1093 XZ Amsterdam,Pieter Nieuwlandstraat 106 C,52.36205,4.929899,385000,86,232,4,1982,0,appartement,19,4
1054 DV Amsterdam,Eerste Helmersstraat 197 II hg,52.36153,4.86801,360000,71,220,5,1910,0,appartement,14,2
1056 JV Amsterdam,Willem de Zwijgerlaan 132 III,52.37417,4.863576999999999,265000,56,186,1,1931,0,appartement,19,3
1071 WS Amsterdam,Bronckhorststraat 26 3,52.35289,4.8804870000000005,299000,54,193,1,1923,0,appartement,22,2
1098 XA Amsterdam,Carolina MacGillavrylaan 55,52.35792,4.944521,555000,124,390,17,2011,0,appartement,27,5
1054 WJ Amsterdam,Wilhelminastraat 36 HS,52.36234,4.865887,750000,112,445,2,1899,1,appartement,34,4
1018 EX Amsterdam,Sarphatistraat 75 -B,52.36143,4.908427,450000,77,295,1,1931,0,appartement,21,3
1064 NC Amsterdam,Bierens de Haanstraat 11,52.37359,4.811980999999999,182500,75,175,2,1945,1,woonhuis,17,4
1015 CT Amsterdam,Keizersgracht 74 K,52.37795,4.887879,1495000,237,734,1,1906,1,appartement,19,3
1075 XA Amsterdam,Amstelveenseweg 157 I,52.35048,4.857425,375000,67,243,1,1912,0,appartement,12,3
1078 JM Amsterdam,Diezestraat 15 I,52.345659999999995,4.8920580000000005,389000,70,229,1,1929,0,appartement,22,3
1011 LA Amsterdam,Oudeschans 20 1,52.37149,4.904505,425000,60,185,1,1906,0,appartement,14,3
1017 JW Amsterdam,Prinsengracht 711 /C,52.36493,4.885119,1400000,195,737,5,1923,0,appartement,45,3
1083 HM Amsterdam,Tommaso Albinonistraat 40,52.3329,4.88848,499000,116,320,1,2006,0,appartement,17,3
1058 KC Amsterdam,Haarlemmermeerstraat 58 II+ III,52.35615,4.850077,825000,186,595,3,1933,0,appartement,44,6
1098 AJ Amsterdam,Middenweg 113 A4,52.3521,4.933568,395000,82,222,4,1950,0,appartement,16,3
1060 TV Amsterdam,Pieter Calandlaan 592,52.350159999999995,4.788907,270000,95,279,6,1998,0,appartement,23,3
1078 JH Amsterdam,Deurloostraat 90 I,52.3466,4.888658,425000,72,236,1,1906,1,appartement,23,5
1015 JN Amsterdam,Goudsbloemstraat 203 E,52.38019,4.881287,285000,43,112,1,1905,0,appartement,20,2
1063 BL Amsterdam,Burgemeester De Vlugtlaan 231,52.3816,4.81838,169000,71,195,1,1958,0,appartement,17,3
1057 AK Amsterdam,Orteliuskade 53 -3,52.368179999999995,4.849329,275000,65,220,2,1932,0,appartement,32,3
1098 WJ Amsterdam,Esplanade de Meer 159,52.34449,4.949788,339000,84,250,1,2001,0,appartement,27,3
1032 HS Amsterdam,Kamperfoelieweg 110,52.39628,4.914956,365000,103,260,2,1928,1,appartement,43,4
1103 SK Amsterdam,Glitterstraat 202,52.32108,4.979547,187500,78,252,1,2007,0,appartement,19,3
1016 KE Amsterdam,Bloemgracht 61 G,52.374559999999995,4.880914,499000,95,243,1,1906,0,appartement,1,3
1098 SE Amsterdam,Lord Kelvinstraat 12 I,52.35044,4.942291,265000,69,185,3,1955,0,appartement,18,4
1011 CP Amsterdam,Nieuwe Ridderstraat 8,52.373509999999996,4.901854,815000,130,351,3,1906,0,woonhuis,10,4
1068 KA Amsterdam,Louis Schottingstraat 49,52.35505,4.810834,299000,100,300,4,1960,0,appartement,18,4
1015 CD Amsterdam,Keizersgracht 33 1V,52.37878,4.889515,1000000,125,450,2,1906,1,appartement,33,4
1098 NB Amsterdam,Galileïplantsoen 46,52.35345,4.939941999999999,725000,190,570,3,1931,0,woonhuis,13,3
1017 SN Amsterdam,Weteringstraat 2 H,52.362190000000005,4.888980999999999,745000,108,300,2,1906,0,appartement,33,4
1019 PE Amsterdam,Bogortuin 211,52.3763,4.93544,750000,157,482,2,2001,0,appartement,45,4
1017 BZ Amsterdam,Herengracht 414 G,52.36697,4.88733,795000,124,383,2,1906,0,appartement,27,3
1069 KD Amsterdam,Johan Hofmanstraat 291,52.3521,4.794101,269000,96,292,1,2009,0,appartement,23,3
1060 RX Amsterdam,Valutaboulevard 17,52.34851,4.788308,499000,0,0,1,0,0,,1,1
1094 EP Amsterdam,Celebesstraat 52 A,52.36274,4.931818,235000,54,140,4,1985,0,appartement,21,2
1015 BH Amsterdam,Herengracht 155 D,52.37513,4.888703,600000,105,288,1,1750,0,appartement,20,3
1018 AD Amsterdam,Entrepotdok 156,52.36626,4.921633,695000,140,397,1,2000,0,appartement,46,3
1087 GZ Amsterdam,Maria Austriastraat 847,52.35582,4.997211,385000,130,325,4,2003,1,appartement,22,5
1106 CX Amsterdam,Vleutenstraat 26,52.2993,4.98249,195000,90,290,2,1983,0,appartement,17,4
